ID_Voucher,Label_ID_culture,Label_ID_Voucher,Label_top_row,Label_number,IDf_Personnel,Date,Location,Notes
A8F19CCB-6679-4CA4-4326-5B34A7DD4A9E,ZUSF00474,VUSF00018,VUSF,00018,EmmaG,2017-06-27,Lab BSC,
06351BA4-6552-08BD-3C3A-3E0AC3C522D9,ZUSF00308,VUSF00019,VUSF,00019,EmmaG,2017-06-27,Lab BSC,
7DD94246-67D7-2254-1B37-1A2352E84586,ZUSF00308,VUSF00020,VUSF,00020,EmmaG,2017-06-27,Lab BSC,
7A906707-2239-01B7-9CB7-A06FAF6A5941,ZUSF00484,VUSF00021,VUSF,00021,EmmaG,2017-06-27,Lab BSC,
83F94F44-80A6-44A9-38FD-E3A8CAF26A85,ZUSF00484,VUSF00022,VUSF,00022,EmmaG,2017-06-27,Lab BSC,
B4A4AA3C-40CE-2D03-15AA-69D3572C2F59,ZUSF00495,VUSF00023,VUSF,00023,EmmaG,2017-06-27,Lab BSC,
5373F25A-017B-1101-26C6-1446705F18E7,ZUSF00495,VUSF00024,VUSF,00024,EmmaG,2017-06-27,Lab BSC,
DC997518-A193-8D44-3567-65B105BD132E,ZUSF00187,VUSF00025,VUSF,00025,EmmaG,2017-06-27,Lab BSC,
7CB47B17-0CD2-25DE-4A8D-25A579964441,ZUSF00187,VUSF00026,VUSF,00026,EmmaG,2017-06-27,Lab BSC,
8453CE05-9086-9872-2A56-7F5A393F1251,ZUSF00264,VUSF00027,VUSF,00027,EmmaG,2017-06-27,Lab BSC,
F8D418BF-A56B-451E-9868-62D1429A577E,ZUSF00264,VUSF00028,VUSF,00028,EmmaG,2017-06-27,Lab BSC,
EA56D96C-4258-07DF-22FA-05B7DAED67E8,ZUSF00341,VUSF00029,VUSF,00029,EmmaG,2017-06-27,Lab BSC,
22B1E9CB-23CA-8C47-7BC8-014AEBE12F3F,ZUSF00341,VUSF00030,VUSF,00030,EmmaG,2017-06-27,Lab BSC,
97F6D00E-789F-052F-9525-4DA3C7361FB1,ZUSF00199,VUSF00031,VUSF,00031,EmmaG,2017-06-27,Lab BSC,
8BCC5C63-A0FE-5A91-4823-96444AFF8D93,ZUSF00199,VUSF00032,VUSF,00032,EmmaG,2017-06-27,Lab BSC,
A08C48BA-70DB-6131-A52D-68C8A3E81A9A,ZUSF00232,VUSF00033,VUSF,00033,EmmaG,2017-06-27,Lab BSC,
6329DC8D-34A0-2BC0-71BB-1A9028A74EDB,ZUSF00232,VUSF00034,VUSF,00034,EmmaG,2017-06-27,Lab BSC,
C695CCFA-8EEB-00FE-6587-FE36095E8238,ZUSF00215,VUSF00035,VUSF,00035,EmmaG,2017-06-27,Lab BSC,
FFDED461-2419-5061-10D9-6315D20793DC,ZUSF00215,VUSF00036,VUSF,00036,EmmaG,2017-06-27,Lab BSC,
C2F5C2A5-5D31-7A5A-83DF-A116F8850A01,ZUSF00486,VUSF00037,VUSF,00037,EmmaG,2017-06-27,Lab BSC,
73FEFB78-9D85-0166-489F-1ED5F66E76FF,ZUSF00486,VUSF00038,VUSF,00038,EmmaG,2017-06-27,Lab BSC,
D9BAA340-3702-0D97-A7B4-4938A3AA3334,ZUSF00355,VUSF00039,VUSF,00039,EmmaG,2017-06-27,Lab BSC,
D807F626-3C1F-0842-1DAC-0ECED7EE19AD,ZUSF00355,VUSF00040,VUSF,00040,EmmaG,2017-06-27,Lab BSC,
CF1F82A5-0CCF-86C6-07E5-D04F8445A756,ZUSF00462,VUSF00041,VUSF,00041,EmmaG,2017-06-27,Lab BSC,
421345F6-53E9-1EFC-4100-474DCA4432A6,ZUSF00462,VUSF00042,VUSF,00042,EmmaG,2017-06-27,Lab BSC,
2EB2E67A-277C-0758-9108-8E28C48AA130,ZUSF00548,VUSF00043,VUSF,00043,EmmaG,2017-06-27,Lab BSC,
175D86D9-92DD-3624-1C40-DD7C03436CB8,ZUSF00548,VUSF00044,VUSF,00044,EmmaG,2017-06-27,Lab BSC,
ADD1EEB5-1A6C-5B53-6E3E-5D35F54E961D,ZUSF00636,VUSF00045,VUSF,00045,EmmaG,2017-06-27,Lab BSC,
99F1025B-807F-0F2D-5E7A-6F34B9651138,ZUSF00636,VUSF00046,VUSF,00046,EmmaG,2017-06-27,Lab BSC,
41E5CC0F-8C8E-0CF6-3F24-78211660A015,ZUSF00607,VUSF00047,VUSF,00047,EmmaG,2017-06-27,Lab BSC,
3F818B0A-0945-6CEE-9056-767293333795,ZUSF00607,VUSF00048,VUSF,00048,EmmaG,2017-06-27,Lab BSC,
4A118878-2558-010E-91B9-C056ED7E8233,ZUSF00454,VUSF00049,VUSF,00049,EmmaG,2017-06-27,Lab BSC,
81C7AED0-3630-3823-9493-54E267974B6C,ZUSF00454,VUSF00050,VUSF,00050,EmmaG,2017-06-27,Lab BSC,
EB3E1D85-78D2-1859-0AA3-14B5AE2A347C,ZUSF00480,VUSF00051,VUSF,00051,EmmaG,2017-06-27,Lab BSC,
73E935F7-8141-9BB5-6830-77694CD60A4F,ZUSF00480,VUSF00052,VUSF,00052,EmmaG,2017-06-27,Lab BSC,
74B2DCF9-12A9-8E3F-361D-6ECDF16A013C,ZUSF00176,VUSF00053,VUSF,00053,EmmaG,2017-07-13,Lab BSC,
7BBCF0EB-12FA-7C59-511A-DCABF80C2FDA,ZUSF00176,VUSF00054,VUSF,00054,EmmaG,2017-07-13,Lab BSC,
52A82759-9077-537D-5B5F-8463FCF92897,ZUSF00354,VUSF00055,VUSF,00055,EmmaG,2017-07-13,Lab BSC,
18F7DA18-9086-052B-8655-ACE56D7D847F,ZUSF00354,VUSF00056,VUSF,00056,EmmaG,2017-07-13,Lab BSC,
BB827419-8F5C-2BAC-8874-AA1F59C765C8,ZUSF00415,VUSF00057,VUSF,00057,EmmaG,2017-07-13,Lab BSC,
A7918417-45A6-60BC-4BBE-6C9AFDD1A1CF,ZUSF00415,VUSF00058,VUSF,00058,EmmaG,2017-07-13,Lab BSC,
E3A3A90B-888D-171B-3046-AB96BE3E3D81,ZUSF00583,VUSF00059,VUSF,00059,EmmaG,2017-07-13,Lab BSC,
85EDD9C7-1488-588A-2F02-A6FB98AB1B4C,ZUSF00583,VUSF00060,VUSF,00060,EmmaG,2017-07-13,Lab BSC,
1B00C184-142A-A6D8-6F4E-3C2641EA5D93,ZUSF00455,VUSF00061,VUSF,00061,EmmaG,2017-07-13,Lab BSC,
FA9A2CC7-961E-92D3-7FE6-B7F86A3B52F0,ZUSF00455,VUSF00062,VUSF,00062,EmmaG,2017-07-13,Lab BSC,
C6E9C5E1-4846-3891-93E1-8B3DE8E6455F,ZUSF00572,VUSF00063,VUSF,00063,EmmaG,2017-07-13,Lab BSC,
A0AB96B4-163C-13FF-5054-A164CA4B96CC,ZUSF00572,VUSF00064,VUSF,00064,EmmaG,2017-07-13,Lab BSC,
B1B2134B-40DC-21BD-8B35-661678773448,ZUSF00529,VUSF00065,VUSF,00065,EmmaG,2017-07-13,Lab BSC,
050CA5CE-6365-953B-2B97-91AB7E2F220A,ZUSF00529,VUSF00066,VUSF,00066,EmmaG,2017-07-13,Lab BSC,
A926F3E4-8867-5B12-5F51-27FA9FE8178B,ZUSF00492,VUSF00067,VUSF,00067,EmmaG,2017-07-13,Lab BSC,
7A4860BF-4845-4741-3F98-F5E745075E08,ZUSF00492,VUSF00068,VUSF,00068,EmmaG,2017-07-13,Lab BSC,
DC0283DF-19A4-086E-12C4-89926F5F9873,ZUSF00543,VUSF00069,VUSF,00069,EmmaG,2017-07-13,Lab BSC,
FBA0911B-A2D4-9E65-99FC-9C6CBA260DC8,ZUSF00543,VUSF00070,VUSF,00070,EmmaG,2017-07-13,Lab BSC,
D5C8EC4C-46B6-2C0F-059A-26DF205E5FE7,ZUSF00518,VUSF00071,VUSF,00071,EmmaG,2017-07-13,Lab BSC,
437D6799-8298-056B-3F6B-901382906368,ZUSF00518,VUSF00072,VUSF,00072,EmmaG,2017-07-13,Lab BSC,
5FBDE7EC-7CFE-39B2-0E1D-52D52BD943FF,ZUSF00494,VUSF00073,VUSF,00073,EmmaG,2017-07-13,Lab BSC,
FC846824-41A7-24A8-85E6-EFCCCDD932B4,ZUSF00494,VUSF00074,VUSF,00074,EmmaG,2017-07-13,Lab BSC,
ECE09C2A-5900-815C-7525-86C2B3688E8D,ZUSF00571,VUSF00075,VUSF,00075,EmmaG,2017-07-13,Lab BSC,
2FE4AAE0-551C-A116-03D4-195524757D83,ZUSF00571,VUSF00076,VUSF,00076,EmmaG,2017-07-13,Lab BSC,
8E1BBFC1-5855-627B-6860-6AF036955A67,ZUSF00188,VUSF00077,VUSF,00077,EmmaG,2017-07-13,Lab BSC,
C6A66B9B-6C68-27E4-4199-090F87E56BB8,ZUSF00188,VUSF00078,VUSF,00078,EmmaG,2017-07-13,Lab BSC,
BB181374-4CFB-7989-01AF-1D299CE42B78,ZUSF00343,VUSF00079,VUSF,00079,EmmaG,2017-07-13,Lab BSC,
1F0BE8B7-2141-9C89-9D9F-D457E2742DDC,ZUSF00343,VUSF00080,VUSF,00080,EmmaG,2017-07-13,Lab BSC,
835F274B-5FBD-26D7-184B-F91D8AF6888E,ZUSF00164,VUSF00081,VUSF,00081,EmmaG,2017-07-13,Lab BSC,
5A519354-4461-1074-2DA3-9EDAC62D8BC2,ZUSF00164,VUSF00082,VUSF,00082,EmmaG,2017-07-13,Lab BSC,
FABC74DD-2BED-0436-504B-BDC10C062738,ZUSF00497,VUSF00083,VUSF,00083,EmmaG,2017-07-13,Lab BSC,
225B8E6F-1F51-151A-5626-5EC07C784F1B,ZUSF00497,VUSF00084,VUSF,00084,EmmaG,2017-07-13,Lab BSC,
EB0AC534-11A1-09D9-9E3E-7A2588344A8F,ZUSF00229,VUSF00085,VUSF,00085,EmmaG,2017-07-13,Lab BSC,
3A1E7E61-79A2-7618-2B5B-2EB966220A52,ZUSF00299,VUSF00086,VUSF,00086,EmmaG,2017-07-13,Lab BSC,
04DBE7B7-891C-5822-4C04-336F0BFF43D3,ZUSF00197,VUSF00087,VUSF,00087,EmmaG,2017-07-16,Lab BSC,
36D1A8DB-6BA2-2E5D-15EF-D039A99756ED,ZUSF00197,VUSF00088,VUSF,00088,EmmaG,2017-07-16,Lab BSC,
EFA8BB62-2FF3-995C-2473-B4D8E0588BE7,ZUSF00514,VUSF00089,VUSF,00089,EmmaG,2017-07-16,Lab BSC,
4338635F-9CF3-5B60-53C2-5B7234271548,ZUSF00514,VUSF00090,VUSF,00090,EmmaG,2017-07-16,Lab BSC,
B9778533-5222-44B9-94AF-71F6722AA6F5,ZUSF00513,VUSF00091,VUSF,00091,EmmaG,2017-07-16,Lab BSC,
C990D3DB-23BA-35C6-0648-EDD507E96CB1,ZUSF00513,VUSF00092,VUSF,00092,EmmaG,2017-07-16,Lab BSC,
3D26976C-1267-2BA1-73FE-D29E88CA58BA,ZUSF00209,VUSF00093,VUSF,00093,EmmaG,2017-07-16,Lab BSC,
53F5FFE0-6662-8440-1E93-7332DC0C0001,ZUSF00209,VUSF00094,VUSF,00094,EmmaG,2017-07-16,Lab BSC,
25C94A1A-872B-3A1E-6191-A72ECF8015C8,ZUSF00424,VUSF00095,VUSF,00095,EmmaG,2017-07-16,Lab BSC,
DE432B34-5319-9F87-1566-68C00CE40E2E,ZUSF00424,VUSF00096,VUSF,00096,EmmaG,2017-07-16,Lab BSC,
3CC541F3-57F4-2BD2-9C06-E315AA818AEC,ZUSF00158,VUSF00097,VUSF,00097,EmmaG,2017-07-16,Lab BSC,
37C6888A-447F-788D-84CC-B48ED93882DD,ZUSF00158,VUSF00098,VUSF,00098,EmmaG,2017-07-16,Lab BSC,
AF9E072A-8A84-7D82-706D-12D060F08F08,ZUSF00324,VUSF00099,VUSF,00099,EmmaG,2017-07-16,Lab BSC,
EE5138C1-8685-7E29-244F-5F4CF4E93834,ZUSF00324,VUSF00100,VUSF,00100,EmmaG,2017-07-16,Lab BSC,
F19CEE48-072D-3D8B-7983-51CB91BC50B7,ZUSF00524,VUSF00101,VUSF,00101,EmmaG,2017-07-16,Lab BSC,
8F729A3B-A0BD-8536-10A3-295265A93133,ZUSF00524,VUSF00102,VUSF,00102,EmmaG,2017-07-16,Lab BSC,
CCC34F65-17D8-7A71-346D-CBD3FD7C9B2E,ZUSF00498,VUSF00103,VUSF,00103,EmmaG,2017-07-16,Lab BSC,
D7ECE722-A724-88B7-662E-974FB3EC7889,ZUSF00498,VUSF00104,VUSF,00104,EmmaG,2017-07-16,Lab BSC,
1CB50C7B-472C-65A5-1CB6-15059CE41AFA,ZUSF00522,VUSF00105,VUSF,00105,EmmaG,2017-07-16,Lab BSC,
ACB127AC-1747-8F8D-3686-2E296AB08BB7,ZUSF00522,VUSF00106,VUSF,00106,EmmaG,2017-07-16,Lab BSC,
8D896986-742B-65C7-925D-DA67081976A3,ZUSF00340,VUSF00107,VUSF,00107,EmmaG,2017-07-16,Lab BSC,
73F06E9B-3F7F-A4C9-03A9-28CEE56F2A3A,ZUSF00340,VUSF00108,VUSF,00108,EmmaG,2017-07-16,Lab BSC,
8FB035D0-25CF-09D3-34E5-9C9F2EE76BB4,ZUSF00229,VUSF00109,VUSF,00109,EmmaG,2017-07-16,Lab BSC,
98106BB0-3FF8-2BAF-18B4-FE1A71378353,ZUSF00229,VUSF00110,VUSF,00110,EmmaG,2017-07-16,Lab BSC,
8159401C-88E5-0326-09AD-4D735F10722E,ZUSF00593,VUSF00111,VUSF,00111,EmmaG,2017-07-16,Lab BSC,
A99147E8-91DC-1554-1BDE-9008BB562BF8,ZUSF00593,VUSF00112,VUSF,00112,EmmaG,2017-07-16,Lab BSC,
D50C2098-2FCF-24FE-4FD9-C7FB9D48921D,ZUSF00631,VUSF00113,VUSF,00113,EmmaG,2017-07-16,Lab BSC,
B832D806-907E-A27E-53AD-D8D5916114EE,ZUSF00631,VUSF00114,VUSF,00114,EmmaG,2017-07-16,Lab BSC,
BC5E4F98-2890-0436-8213-32BB4BC046D4,ZUSF00429,VUSF00115,VUSF,00115,EmmaG,2017-07-16,Lab BSC,
16E71A0C-A65F-13D2-5CA9-5DCBEFF83A7F,ZUSF00429,VUSF00116,VUSF,00116,EmmaG,2017-07-16,Lab BSC,
94F58D55-4B1B-2568-697F-6A0C21573C34,ZUSF00326,VUSF00117,VUSF,00117,EmmaG,2017-07-16,Lab BSC,
D1600627-7620-9081-3790-9AD762650C08,ZUSF00326,VUSF00118,VUSF,00118,EmmaG,2017-07-16,Lab BSC,
0544992A-9D7F-7E95-74BF-9889729D0EC9,ZUSF00312,VUSF00119,VUSF,00119,EmmaG,2017-07-16,Lab BSC,
A546AC9D-41CF-3E63-3636-FD24B3515E72,ZUSF00312,VUSF00120,VUSF,00120,EmmaG,2017-07-16,Lab BSC,
5DB03878-0E84-14FE-4DFC-2269C73061CF,ZUSF00532,VUSF00121,VUSF,00121,EmmaG,2017-07-16,Lab BSC,
5469A66C-604B-891B-832B-DE5FEAD436A9,ZUSF00532,VUSF00122,VUSF,00122,EmmaG,2017-07-16,Lab BSC,
720A8FE8-021E-4C51-81DD-FFF4C36F7810,ZUSF00587,VUSF00123,VUSF,00123,EmmaG,2017-07-16,Lab BSC,
A070D4D4-977D-1897-1D49-455D9E519C17,ZUSF00587,VUSF00124,VUSF,00124,EmmaG,2017-07-16,Lab BSC,
B692C8CD-2719-7C97-A72D-92835E013728,ZUSF00345,VUSF00125,VUSF,00125,EmmaG,2017-07-16,Lab BSC,
33E47055-2CDB-363B-4774-FC3D90587679,ZUSF00345,VUSF00126,VUSF,00126,EmmaG,2017-07-16,Lab BSC,
FAE70AE7-0DFE-050C-2518-E6B8694C9740,ZUSF00195,VUSF00127,VUSF,00127,EmmaG,2017-07-17,Lab BSC,
2795684D-408B-A42C-70E8-CF54A01A72A7,ZUSF00195,VUSF00128,VUSF,00128,EmmaG,2017-07-17,Lab BSC,
A496C1BC-3E86-7A08-8BB0-35DF68F41A58,ZUSF00271,VUSF00129,VUSF,00129,EmmaG,2017-07-17,Lab BSC,
B6B512F0-1E99-6CEE-5BFC-836C083017F2,ZUSF00271,VUSF00130,VUSF,00130,EmmaG,2017-07-17,Lab BSC,
CA4334B1-8AAB-43C4-714B-4F9FBAB06FCA,ZUSF00275,VUSF00131,VUSF,00131,EmmaG,2017-07-17,Lab BSC,
0F2A2BA9-8EFE-9945-587E-4523EF358AD6,ZUSF00275,VUSF00132,VUSF,00132,EmmaG,2017-07-17,Lab BSC,
077C7014-2417-90E2-52DA-64720D484810,ZUSF00294,VUSF00133,VUSF,00133,EmmaG,2017-07-17,Lab BSC,
FEF12406-83B3-90B7-67BA-FE8746552F57,ZUSF00294,VUSF00134,VUSF,00134,EmmaG,2017-07-17,Lab BSC,
50C87A58-6698-329D-5F0C-7086290B5E50,ZUSF00287,VUSF00135,VUSF,00135,EmmaG,2017-07-17,Lab BSC,
8A95C291-68D6-492A-68E5-231EF98798E0,ZUSF00287,VUSF00136,VUSF,00136,EmmaG,2017-07-17,Lab BSC,
7682DDAD-A751-8551-4119-4607051960B5,ZUSF00304,VUSF00137,VUSF,00137,EmmaG,2017-07-17,Lab BSC,
3C1411AA-4A5D-2329-4339-1E126EB921E1,ZUSF00304,VUSF00138,VUSF,00138,EmmaG,2017-07-17,Lab BSC,
64827D39-46C1-3074-9A96-ECEB314737E8,ZUSF00272,VUSF00139,VUSF,00139,EmmaG,2017-07-17,Lab BSC,
34AEA032-53BC-29AC-953A-A1235499143C,ZUSF00272,VUSF00140,VUSF,00140,EmmaG,2017-07-17,Lab BSC,
83B3BE6D-1582-6C5F-3568-BDBF8C465A7F,ZUSF00254,VUSF00141,VUSF,00141,EmmaG,2017-07-17,Lab BSC,
BF881037-2A0A-6BD7-40FA-9E92C3A5A437,ZUSF00254,VUSF00142,VUSF,00142,EmmaG,2017-07-17,Lab BSC,
F2150042-5205-1A3D-117D-441A4B90735B,ZUSF00227,VUSF00143,VUSF,00143,EmmaG,2017-07-17,Lab BSC,
4E0DF691-1FF4-329D-2CE8-BB3DAC6A0BE1,ZUSF00227,VUSF00144,VUSF,00144,EmmaG,2017-07-17,Lab BSC,
8CC36261-273D-2B54-6C1B-94A45295604F,ZUSF00368,VUSF00145,VUSF,00145,EmmaG,2017-07-17,Lab BSC,
6A830B36-7703-572C-50D8-817E9741120E,ZUSF00368,VUSF00146,VUSF,00146,EmmaG,2017-07-17,Lab BSC,
0705DBBC-369D-A6B9-2867-59E6DB22A5CF,ZUSF00370,VUSF00147,VUSF,00147,EmmaG,2017-07-17,Lab BSC,
4836A768-5A72-7AD8-44AB-90A2B4BE9951,ZUSF00370,VUSF00148,VUSF,00148,EmmaG,2017-07-17,Lab BSC,
8084A3DD-98DC-A737-4E68-6A4B6B638DBE,ZUSF00510,VUSF00149,VUSF,00149,EmmaG,2017-07-17,Lab BSC,
2C379618-4257-7DF8-148D-70003B2F02D0,ZUSF00510,VUSF00150,VUSF,00150,EmmaG,2017-07-17,Lab BSC,
3C1AE97E-0F0C-5A27-35CC-40FC1E9A9AE8,ZUSF00245,VUSF00151,VUSF,00151,EmmaG,2017-07-17,Lab BSC,
F4903351-25F3-6555-8D23-8FFC18706A96,ZUSF00245,VUSF00152,VUSF,00152,EmmaG,2017-07-17,Lab BSC,
3FF0D969-7D97-3AAF-4D51-32923C5B5358,ZUSF00248,VUSF00153,VUSF,00153,EmmaG,2017-07-17,Lab BSC,
8759DB58-A3A3-9B62-2E22-5E8CEFAE1D86,ZUSF00248,VUSF00154,VUSF,00154,EmmaG,2017-07-17,Lab BSC,
C6CBF779-4DF8-6AD1-2587-ADC11FF14D86,ZUSF00299,VUSF00155,VUSF,00155,EmmaG,2017-07-17,Lab BSC,
EE35AA5B-A749-6681-756C-280969F66EC3,ZUSF00299,VUSF00156,VUSF,00156,EmmaG,2017-07-17,Lab BSC,
81C3C40F-4725-8393-2487-476B6F6D16ED,ZUSF00378,VUSF00157,VUSF,00157,EmmaG,2017-07-17,Lab BSC,
55F88C5F-2107-2071-A480-C84FD4815B1B,ZUSF00378,VUSF00158,VUSF,00158,EmmaG,2017-07-17,Lab BSC,
B8C8B65A-51F3-9B59-1C2C-B8D0A3F16E58,ZUSF00388,VUSF00159,VUSF,00159,EmmaG,2017-07-17,Lab BSC,
15989C14-6ADB-17A5-370A-F395121E175D,ZUSF00388,VUSF00160,VUSF,00160,EmmaG,2017-07-17,Lab BSC,
5FAB80BA-9D0E-5F7A-2761-55C0E0D19861,ZUSF00249,VUSF00161,VUSF,00161,EmmaG,2017-07-17,Lab BSC,
42A9D252-7976-9A52-41B4-1968D8F339E4,ZUSF00249,VUSF00162,VUSF,00162,EmmaG,2017-07-17,Lab BSC,
3492AA8A-0272-071E-364E-D8051B38114F,ZUSF00382,VUSF00163,VUSF,00163,EmmaG,2017-07-17,Lab BSC,
34F80697-20C8-3B3D-319C-97BD42305A19,ZUSF00382,VUSF00164,VUSF,00164,EmmaG,2017-07-17,Lab BSC,
F40C76D1-2ED0-59CF-97F0-AC6990C163B8,ZUSF00244,VUSF00165,VUSF,00165,EmmaG,2017-07-17,Lab BSC,
AE0C3D43-9D4F-4527-5085-1EFFAA9249F9,ZUSF00244,VUSF00166,VUSF,00166,EmmaG,2017-07-17,Lab BSC,
9E2B1BBC-7C43-A48A-6323-3518912810D9,ZUSF00204,VUSF00167,VUSF,00167,EmmaG,2017-07-17,Lab BSC,
24AB480E-229E-1CE6-6D86-CB90E18841D2,ZUSF00204,VUSF00168,VUSF,00168,EmmaG,2017-07-17,Lab BSC,
AF5949E0-1409-A534-182B-B433928A4820,ZUSF00240,VUSF00169,VUSF,00169,EmmaG,2017-07-17,Lab BSC,
F79BB4DC-0C4B-255F-8E64-942AA7E27F92,ZUSF00240,VUSF00170,VUSF,00170,EmmaG,2017-07-17,Lab BSC,
0ED50461-A562-46EE-83C5-C8D89C8A8EB4,ZUSF00268,VUSF00171,VUSF,00171,EmmaG,2017-07-17,Lab BSC,
06410D7B-96B0-3AFA-4F61-40007FF53E87,ZUSF00268,VUSF00172,VUSF,00172,EmmaG,2017-07-17,Lab BSC,
4BFEC7D9-2F89-23D6-551C-9801FCF55DC7,ZUSF00186,VUSF00173,VUSF,00173,EmmaG,2017-07-17,Lab BSC,
60DA6747-3502-8977-382E-22A9CD385F04,ZUSF00186,VUSF00174,VUSF,00174,EmmaG,2017-07-17,Lab BSC,
92EB0258-6D4D-1673-7A7E-E1EE4FDF2599,ZUSF00267,VUSF00175,VUSF,00175,EmmaG,2017-07-17,Lab BSC,
6D7242F9-6BAB-0108-A755-5F234325A6B3,ZUSF00267,VUSF00176,VUSF,00176,EmmaG,2017-07-17,Lab BSC,
87E3DAA3-12D3-3D68-9DF7-63FED8EB35BA,ZUSF00265,VUSF00177,VUSF,00177,EmmaG,2017-07-17,Lab BSC,
01CDBA9A-7994-6C62-37E0-6E75A62859FE,ZUSF00265,VUSF00178,VUSF,00178,EmmaG,2017-07-17,Lab BSC,
765D3B64-8EFF-A0F6-0B93-49DF56FDA56B,ZUSF00557,VUSF00179,VUSF,00179,EmmaG,2017-07-17,Lab BSC,
98E8710C-6ACE-5986-6A09-918B0CCF3F8C,ZUSF00557,VUSF00180,VUSF,00180,EmmaG,2017-07-17,Lab BSC,
59CC633A-125A-57EC-4F27-BC3BF8B09315,ZUSF00241,VUSF00181,VUSF,00181,EmmaG,2017-07-17,Lab BSC,
918EBBEE-49A8-1E48-3069-F7E7F0C763EC,ZUSF00241,VUSF00182,VUSF,00182,EmmaG,2017-07-17,Lab BSC,
33936F2F-6C78-9406-80AE-EC06144D25F4,ZUSF00230,VUSF00183,VUSF,00183,EmmaG,2017-07-17,Lab BSC,
33941E59-358E-8C65-2E8E-9315445220A9,ZUSF00230,VUSF00184,VUSF,00184,EmmaG,2017-07-17,Lab BSC,
5C88E818-4F09-107D-9210-6850A76B513B,ZUSF00350,VUSF00185,VUSF,00185,EmmaG,2017-07-17,Lab BSC,
6D0B22D0-453D-7537-0189-3C772A909494,ZUSF00350,VUSF00186,VUSF,00186,EmmaG,2017-07-17,Lab BSC,
9391BC95-7A82-9978-7000-BC3A42FBA396,ZUSF00237,VUSF00187,VUSF,00187,EmmaG,2017-07-17,Lab BSC,
3F9A3B18-2BF3-75EF-55F0-3F7364EE92E7,ZUSF00237,VUSF00188,VUSF,00188,EmmaG,2017-07-17,Lab BSC,
BD2099F6-71B9-11D9-82C4-82E6F3E85E80,ZUSF00295,VUSF00189,VUSF,00189,EmmaG,2017-07-17,Lab BSC,
02F3815C-17BB-4B8E-2465-DC5EA176219D,ZUSF00170,VUSF00190,VUSF,00190,EmmaG,2017-07-17,Lab BSC,
CBB992EC-986A-64C5-49A6-AB847A11440F,ZUSF00170,VUSF00191,VUSF,00191,EmmaG,2017-07-17,Lab BSC,
821FC6F4-303B-6E25-2B71-DE631B9207C4,ZUSF00170,VUSF00192,VUSF,00192,EmmaG,2017-07-17,Lab BSC,
BBE8179F-4F13-66EE-9193-7006D09B773F,ZUSF00193,VUSF00193,VUSF,00193,EmmaG,2017-07-17,Lab BSC,
32AAF440-54C7-709E-0DB1-A7AE8BDC5656,ZUSF00193,VUSF00194,VUSF,00194,EmmaG,2017-07-17,Lab BSC,
