ID_Culture,IDf_Plant_tissue_sample,IDf_Culture_subcultured_from,IDf_Storage_location,IDf_Personnel,From_Label_ID,Label_ID,Genus,Species,Strain,Media_type,Plate_size,Location_plated,Sterilization_method_used,Date_cultured,Notes,z_RecordCreationTimestamp,z_RecordModificationTimestamp,z_RecordCreationAccount,z_RecordModificationAccount
,,,,EmmaG,FV0242,ZUSF00039,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-17,,,,,
,,,,EmmaG,FV0323,ZUSF00040,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0324,ZUSF00041,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0331,ZUSF00042,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,White fungus,,,,
,,,,EmmaG,FV0331,ZUSF00043,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,brown fungus,,,,
,,,,EmmaG,FV0399,ZUSF00044,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0417,ZUSF00045,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0108,ZUSF00046,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0112,ZUSF00047,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0113,ZUSF00048,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,colony near scratches,,,,
,,,,EmmaG,FV0113,ZUSF00049,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,colony with more white,,,,
,,,,EmmaG,FV0115,ZUSF00050,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0098,ZUSF00051,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0099,ZUSF00052,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0102,ZUSF00053,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0104,ZUSF00054,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0144,ZUSF00055,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0045,ZUSF00056,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0051,ZUSF00057,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0053,ZUSF00058,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0511,ZUSF00059,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0500,ZUSF00060,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0503,ZUSF00061,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0505,ZUSF00062,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0506,ZUSF00063,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0566,ZUSF00064,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0569,ZUSF00065,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0571,ZUSF00066,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0572,ZUSF00067,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0464,ZUSF00068,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0467,ZUSF00069,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-23,,,,,
,,,,EmmaG,FV0017,ZUSF00070,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0026,ZUSF00071,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0027,ZUSF00072,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0347,ZUSF00073,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0349,ZUSF00074,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0350,ZUSF00075,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0446,ZUSF00076,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0447,ZUSF00077,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0452,ZUSF00078,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0455,ZUSF00079,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0083,ZUSF00080,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0082,ZUSF00081,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0081,ZUSF00082,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,"2 individuals, looked like same species, plated both ",,,,
,,,,EmmaG,FV0080,ZUSF00083,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0078,ZUSF00084,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0528,ZUSF00085,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0363,ZUSF00086,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,bacteria,,,,
,,,,EmmaG,FV0363,ZUSF00087,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,brown main fungus,,,,
,,,,EmmaG,FV0351,ZUSF00088,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,,,,,
,,,,EmmaG,FV0360,ZUSF00089,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,bacteria,,,,
,,,,EmmaG,FV0360,ZUSF00090,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-02-24,brown main fingus,,,,
,,,,EmmaG,FV0547,ZUSF00091,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0546,ZUSF00092,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0545,ZUSF00093,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0543,ZUSF00094,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0542,ZUSF00095,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0471,ZUSF00096,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0541,ZUSF00097,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0538,ZUSF00098,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0537,ZUSF00099,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0535,ZUSF00100,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0429,ZUSF00101,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0518,ZUSF00102,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0515,ZUSF00103,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0257,ZUSF00104,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0251,ZUSF00105,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,main fungus,,,,
,,,,EmmaG,FV0251,ZUSF00106,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,"yellow bacterial? ""cross""",,,,
,,,,EmmaG,FV0557,ZUSF00107,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0555,ZUSF00108,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0551,ZUSF00109,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0550,ZUSF00110,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,small bacteria patch (didn't plate),,,,
,,,,EmmaG,FV0549,ZUSF00111,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0579,ZUSF00112,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0578,ZUSF00113,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0577,ZUSF00114,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0575,ZUSF00115,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-02,,,,,
,,,,EmmaG,FV0574,ZUSF00116,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0573,ZUSF00117,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0094,ZUSF00118,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0093,ZUSF00119,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0091,ZUSF00120,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0090,ZUSF00121,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0480,ZUSF00122,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0478,ZUSF00123,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0477,ZUSF00124,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0444,ZUSF00125,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0440,ZUSF00126,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,FV0435,ZUSF00127,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-03,,,,,
,,,,EmmaG,NJGI0238,ZUSF00128,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0208,ZUSF00129,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0217,ZUSF00130,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0229,ZUSF00131,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0297,ZUSF00132,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0335,ZUSF00133,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0230,ZUSF00134,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0247,ZUSF00135,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0240,ZUSF00136,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0222,ZUSF00137,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0333,ZUSF00138,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0326,ZUSF00139,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0329,ZUSF00140,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0315,ZUSF00141,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0330,ZUSF00142,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0233,ZUSF00143,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0209,ZUSF00144,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0273,ZUSF00145,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0328,ZUSF00146,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-09,,,,,
,,,,EmmaG,NJGI0311,ZUSF00147,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0421,ZUSF00148,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0420,ZUSF00149,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0213,ZUSF00150,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0419,ZUSF00151,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0331,ZUSF00152,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0321,ZUSF00153,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0334,ZUSF00154,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0337,ZUSF00155,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0310,ZUSF00156,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,NJGI0312,ZUSF00157,,,,V8 + 3 g/L CaCO3,35 mm,BS65124,,2017-03-10,,,,,
,,,,EmmaG,Test Sample,ZUSF00158,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00159,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00160,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00161,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00162,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00163,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00164,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00165,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00166,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00167,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00168,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00169,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00170,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00171,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00172,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00173,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,Test Sample,ZUSF00174,,,,MEA,35mm,BS65124,,2017-04-17,,,,,
,,,,EmmaG,S1T1,ZUSF00175,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00176,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00177,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00178,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00179,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00180,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00181,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00182,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00183,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00184,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00185,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00186,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00187,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00188,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00189,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00190,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00191,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00192,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00193,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00194,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00195,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00196,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00197,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00198,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00199,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00200,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00201,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00202,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00203,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00204,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00205,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00206,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00207,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00208,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00209,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00210,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00211,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00212,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00213,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00214,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00215,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00216,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T1,ZUSF00217,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
,,,,EmmaG,S1T2,ZUSF00218,,,,MEA,35mm,BS65124,,2017-04-27,,,,,
